x,y,z,kappa,is_obstacle
-10.0,-10.0,2.668774883792335,0.26754685552495755,False
-9.899497487437186,-10.0,2.6805120809328242,0.2631354733013863,False
-9.798994974874372,-10.0,2.6910739624928066,0.25868563992632954,False
-9.698492462311558,-10.0,2.7004387442407087,0.2542035173731122,False
-9.597989949748744,-10.0,2.7085870383430612,0.24969561382737537,False
-9.49748743718593,-10.0,2.7155019202430797,0.24516878022980498,False
-9.396984924623116,-10.0,2.721168987235012,0.24063020561966006,False
-9.296482412060302,-10.0,2.725576408450531,0.23608741126246346,False
-9.195979899497488,-10.0,2.728714966014347,0.2315482435506408,False
-9.095477386934673,-10.0,2.7305780871686793,0.2270208656715295,False
-8.99497487437186,-10.0,2.731161867209893,0.2225137480430224,False
-8.894472361809045,-10.0,2.7304650831252717,0.21803565752310353,False
-8.793969849246231,-10.0,2.7284891978633063,0.21359564540566348,False
-8.693467336683417,-10.0,2.7252383552166246,0.20920303422120076,False
-8.592964824120603,-10.0,2.7207193653426653,0.2048674033672855,False
-8.492462311557789,-10.0,2.7149416809929092,0.20059857359995067,False
-8.391959798994975,-10.0,2.70791736456686,0.19640659042344005,False
-8.291457286432161,-10.0,2.6996610461515202,0.19230170642192893,False
-8.190954773869347,-10.0,2.690189872750713,0.18829436258292664,False
-8.090452261306533,-10.0,2.679523448950899,0.184395168667997,False
-7.989949748743719,-10.0,2.6676837693109197,0.18061488269217116,False
-7.889447236180905,-10.0,2.6546951428020638,0.17696438957893368,False
-7.788944723618091,-10.0,2.6405841096618135,0.17345467906288178,False
-7.688442211055277,-10.0,2.625379351059342,0.17009682291706868,False
-7.5879396984924625,-10.0,2.6091115920030985,0.16690195158658888,False
-7.4874371859296485,-10.0,2.5918134979504335,0.16388123031412277,False
-7.386934673366834,-10.0,2.573519565606071,0.16104583484688018,False
-7.28643216080402,-10.0,2.5542660084201017,0.15840692681765522,False
-7.185929648241206,-10.0,2.534090637317004,0.1559756288954708,False
-7.085427135678392,-10.0,2.513032737204857,0.1537629998035543,False
-6.984924623115578,-10.0,2.4911329398283333,0.1517800093040937,False
-6.884422110552764,-10.0,2.46843309354014,0.15003751325037565,False
-6.78391959798995,-10.0,2.4449761305734214,0.1485462288074792,False
-6.683417085427136,-10.0,2.4208059324020272,0.14731670994267682,False
-6.582914572864322,-10.0,2.3959671937767384,0.14635932328607335,False
-6.482412060301508,-10.0,2.3705052860233633,0.14568422446079024,False
-6.381909547738694,-10.0,2.3444661201832635,0.1453013349801685,False
-6.28140703517588,-10.0,2.3178960105683597,0.1452203198070371,False
-6.180904522613066,-10.0,2.290841539291158,0.14545056566706926,False
-6.080402010050252,-10.0,2.2633494223158412,0.14600116020465084,False
-5.979899497487437,-10.0,2.235466377559304,0.14688087206552436,False
-5.879396984924623,-10.0,2.207238995551144,0.14809813198577199,False
-5.7788944723618085,-10.0,2.178713613139338,0.14966101496149373,False
-5.6783919597989945,-10.0,2.149936190703836,0.15157722356783895,False
-5.57788944723618,-10.0,2.1209521933136672,0.15385407248991065,False
-5.477386934673366,-10.0,2.091806476234731,0.15649847432151034,False
-5.376884422110552,-10.0,2.062543175165347,0.1595169266807648,False
-5.276381909547738,-10.0,2.0332056015451654,0.1629155006844337,False
-5.175879396984924,-10.0,2.0038361432503065,0.16669983081516468,False
-5.07537688442211,-10.0,1.9744761709540195,0.17087510620820845,False
-4.974874371859296,-10.0,1.9451659503977095,0.17544606337616717,False
-4.874371859296482,-10.0,1.9159445607824037,0.18041698038229015,False
-4.773869346733668,-10.0,1.886849819455518,0.18579167246468872,False
-4.673366834170854,-10.0,1.8579182130326757,0.19157348910570285,False
-4.57286432160804,-10.0,1.8291848350593074,0.19776531253251808,False
-4.472361809045226,-10.0,1.8006833302821648,0.2043695576271299,False
-4.371859296482412,-10.0,1.772445845566875,0.21138817321586323,False
-4.271356783919598,-10.0,1.7445029874644222,0.2188226447009912,False
-4.1708542713567835,-10.0,1.7168837863972046,0.22667399798957513,False
-4.0703517587939695,-10.0,1.6896156674041867,0.2349428046675384,False
